event_id,event_time,user_id,ip_id,device_id,country,auth_method,login_success,is_fraud,fraud_confirmed_at
9666,2025-01-14 23:42:08.282488164,u_0290,public_ip_008,dev_u_0290_0,AM,password,1,0,
17615,2025-01-14 23:44:03.887948458,u_0203,corp_ip_013,dev_u_0203_0,RU,password,1,0,
12459,2025-01-14 23:48:06.593737029,u_0373,newip_012459,newdev_012459,RU,password,1,0,
17618,2025-01-14 23:49:46.887948458,u_0432,corp_ip_013,dev_u_0432_0,RU,app,1,0,
11008,2025-01-14 23:56:49.814589561,u_0330,ip_u_0330_1,dev_u_0330_0,RU,sms,1,0,
10145,2025-01-15 00:02:18.428353563,u_0304,ip_u_0304_0,dev_u_0304_0,RU,password,0,0,
1847,2025-01-15 00:23:08.090724990,u_0055,public_ip_032,dev_u_0055_0,BY,password,1,0,
521,2025-01-15 00:26:44.626488478,u_0015,ip_u_0015_1,dev_u_0015_0,RU,sms,1,0,
9876,2025-01-15 00:29:56.486957673,u_0296,ip_u_0296_1,dev_u_0296_0,RU,app,1,0,
14738,2025-01-15 00:37:56.730369721,u_0440,public_ip_035,dev_u_0440_2,BY,password,1,0,
1070,2025-01-15 00:46:20.270425195,u_0032,ip_u_0032_0,newdev_001070,RU,app,1,0,
8812,2025-01-15 00:50:33.186650182,u_0265,ip_u_0265_0,newdev_008812,GE,sms,0,0,
6687,2025-01-15 01:04:04.122370691,u_0199,ip_u_0199_0,dev_u_0199_1,RU,app,1,0,
7596,2025-01-15 01:05:42.763526599,u_0227,ip_u_0227_0,dev_u_0227_0,RU,password,1,0,
946,2025-01-15 01:08:56.479845606,u_0028,newip_000946,dev_u_0028_0,RU,sms,0,0,
11863,2025-01-15 01:17:58.388376714,u_0355,ip_u_0355_0,dev_u_0355_1,BY,password,1,0,
7666,2025-01-15 01:21:38.181025625,u_0229,ip_u_0229_0,dev_u_0229_0,RU,password,1,0,
4379,2025-01-15 01:50:43.760161084,u_0131,ip_u_0131_0,dev_u_0131_0,RU,password,1,0,
12748,2025-01-15 02:05:13.251319929,u_0381,ip_u_0381_1,dev_u_0381_0,RU,password,0,0,
10755,2025-01-15 02:09:40.712235704,u_0322,ip_u_0322_0,dev_u_0322_0,TR,password,1,0,
3699,2025-01-15 02:17:11.160753019,u_0110,public_ip_037,dev_u_0110_0,RU,sms,1,0,
7691,2025-01-15 02:17:41.478697699,u_0230,public_ip_000,dev_u_0230_1,KZ,sms,1,0,
8340,2025-01-15 02:32:06.954707750,u_0250,newip_008340,dev_u_0250_1,RU,password,1,0,
4559,2025-01-15 02:34:14.837836015,u_0136,ip_u_0136_0,dev_u_0136_1,DE,password,1,0,
18036,2025-01-15 02:35:23.615566435,u_0187,attacker_ip_016,attacker_dev_017,TR,password,1,1,2025-01-22 18:35:23.615566435
18034,2025-01-15 02:37:45.615566435,u_0149,attacker_ip_016,attacker_dev_017,TR,password,0,1,2025-01-19 17:37:45.615566435
14332,2025-01-15 02:39:21.993204976,u_0429,ip_u_0429_1,dev_u_0429_0,BY,sms,1,0,
13608,2025-01-15 02:43:53.199509570,u_0407,ip_u_0407_0,dev_u_0407_0,RU,password,1,0,
18037,2025-01-15 02:45:20.615566435,u_0406,attacker_ip_016,attacker_dev_017,TR,password,0,0,
3569,2025-01-15 02:45:49.632238710,u_0106,ip_u_0106_1,dev_u_0106_0,RU,sms,0,0,
18035,2025-01-15 02:46:59.615566435,u_0241,attacker_ip_016,attacker_dev_017,TR,password,0,1,2025-01-20 23:46:59.615566435
18033,2025-01-15 02:50:31.615566435,u_0171,attacker_ip_016,attacker_dev_017,TR,password,1,0,
11561,2025-01-15 02:51:41.652557865,u_0346,ip_u_0346_1,dev_u_0346_0,RU,sms,0,0,
2758,2025-01-15 02:55:28.164482504,u_0083,ip_u_0083_1,dev_u_0083_1,KZ,sms,1,0,
18038,2025-01-15 03:03:39.615566435,u_0049,attacker_ip_016,attacker_dev_017,TR,password,0,0,
590,2025-01-15 03:12:30.148597119,u_0017,public_ip_027,dev_u_0017_0,BY,sms,1,0,
216,2025-01-15 03:23:39.581901979,u_0006,newip_000216,dev_u_0006_0,RU,password,1,0,
14755,2025-01-15 03:31:51.664710079,u_0441,ip_u_0441_0,dev_u_0441_0,RU,password,1,0,
16087,2025-01-15 03:46:04.380479109,u_0481,ip_u_0481_1,dev_u_0481_0,BY,password,1,0,
3839,2025-01-15 03:48:43.303348637,u_0114,public_ip_018,dev_u_0114_0,RU,sms,1,0,
4550,2025-01-15 04:02:58.398659478,u_0136,ip_u_0136_1,dev_u_0136_1,RU,password,1,0,
7418,2025-01-15 04:05:34.635127474,u_0222,ip_u_0222_1,dev_u_0222_0,RU,app,1,0,
3250,2025-01-15 04:07:19.932860665,u_0097,public_ip_027,dev_u_0097_0,RU,password,1,0,
3083,2025-01-15 04:11:46.197342984,u_0092,ip_u_0092_2,dev_u_0092_0,RU,password,1,0,
4367,2025-01-15 04:14:42.255586824,u_0130,ip_u_0130_2,dev_u_0130_0,RU,password,1,0,
18115,2025-01-15 04:29:57.289132725,u_0152,attacker_ip_018,attacker_dev_010,RU,password,0,0,
6292,2025-01-15 04:30:36.120298296,u_0187,ip_u_0187_2,dev_u_0187_2,RU,app,1,0,
18118,2025-01-15 04:33:25.289132725,u_0268,attacker_ip_018,attacker_dev_010,RU,password,1,1,2025-01-16 23:33:25.289132725
2563,2025-01-15 04:35:07.075463120,u_0077,public_ip_024,dev_u_0077_0,RU,password,1,0,
18122,2025-01-15 04:37:07.289132725,u_0031,attacker_ip_018,attacker_dev_010,RU,password,0,1,2025-01-22 13:37:07.289132725
18113,2025-01-15 04:43:08.289132725,u_0307,attacker_ip_018,attacker_dev_010,RU,password,0,1,2025-01-20 21:43:08.289132725
18117,2025-01-15 04:44:02.289132725,u_0303,attacker_ip_018,attacker_dev_010,RU,password,0,1,2025-01-21 13:44:02.289132725
18116,2025-01-15 04:45:33.289132725,u_0329,attacker_ip_018,attacker_dev_010,RU,password,0,1,2025-01-18 08:45:33.289132725
7178,2025-01-15 04:47:19.812879180,u_0215,ip_u_0215_0,dev_u_0215_0,RU,sms,1,0,
18120,2025-01-15 04:52:11.289132725,u_0186,attacker_ip_018,attacker_dev_010,RU,password,0,0,
18121,2025-01-15 04:52:36.289132725,u_0474,attacker_ip_018,attacker_dev_010,RU,password,1,1,2025-01-17 08:52:36.289132725
18114,2025-01-15 04:56:25.289132725,u_0194,attacker_ip_018,attacker_dev_010,RU,sms,0,1,2025-01-23 03:56:25.289132725
3287,2025-01-15 04:58:52.422165611,u_0098,ip_u_0098_1,dev_u_0098_0,KZ,password,1,0,
18112,2025-01-15 04:59:32.289132725,u_0166,attacker_ip_018,attacker_dev_010,RU,password,0,1,2025-01-16 13:59:32.289132725
18119,2025-01-15 05:07:40.289132725,u_0045,attacker_ip_018,attacker_dev_010,RU,sms,0,1,2025-01-19 08:07:40.289132725
11982,2025-01-15 05:17:54.769191715,u_0359,ip_u_0359_2,dev_u_0359_1,AM,password,1,0,
12695,2025-01-15 05:21:54.998635332,u_0380,public_ip_011,dev_u_0380_0,AM,password,1,0,
11848,2025-01-15 05:28:58.041994308,u_0355,ip_u_0355_1,newdev_011848,BY,password,1,0,
10604,2025-01-15 05:38:30.166343125,u_0317,ip_u_0317_0,newdev_010604,AM,password,1,0,
13806,2025-01-15 05:39:43.304163653,u_0413,ip_u_0413_1,dev_u_0413_1,RU,password,1,0,
1499,2025-01-15 05:48:57.981397476,u_0045,public_ip_015,newdev_001499,RU,sms,1,0,
11693,2025-01-15 05:50:32.399394756,u_0350,ip_u_0350_1,newdev_011693,KZ,app,1,0,
12280,2025-01-15 05:54:45.344808603,u_0368,public_ip_013,dev_u_0368_0,BY,password,1,0,
6660,2025-01-15 06:06:04.712993300,u_0199,ip_u_0199_1,dev_u_0199_1,RU,sms,1,0,
3170,2025-01-15 06:11:48.749224206,u_0095,newip_003170,dev_u_0095_0,RU,password,1,0,
6323,2025-01-15 06:19:55.499609657,u_0188,ip_u_0188_0,dev_u_0188_0,RU,password,1,0,
4961,2025-01-15 06:27:45.076391601,u_0148,ip_u_0148_0,dev_u_0148_1,AM,sms,1,0,
203,2025-01-15 06:30:52.149156567,u_0006,public_ip_043,dev_u_0006_0,RU,app,1,0,
114,2025-01-15 06:50:08.827192820,u_0003,ip_u_0003_0,dev_u_0003_1,RU,password,1,0,
2288,2025-01-15 06:52:49.315490979,u_0068,newip_002288,dev_u_0068_0,RU,password,1,0,
15909,2025-01-15 06:56:35.528160156,u_0476,ip_u_0476_0,dev_u_0476_0,BY,password,1,0,
16494,2025-01-15 07:13:35.093532542,u_0493,ip_u_0493_0,dev_u_0493_0,RU,password,1,0,
3113,2025-01-15 07:19:29.214637631,u_0093,public_ip_017,dev_u_0093_0,RU,sms,1,0,
3075,2025-01-15 07:27:51.054957491,u_0092,ip_u_0092_1,dev_u_0092_1,RU,sms,1,0,
6529,2025-01-15 07:39:46.115169682,u_0194,ip_u_0194_2,dev_u_0194_0,DE,password,0,0,
4609,2025-01-15 08:00:25.393121119,u_0138,ip_u_0138_0,newdev_004609,RU,password,1,0,
5422,2025-01-15 08:04:08.976768362,u_0162,public_ip_014,dev_u_0162_0,AM,sms,1,0,
1423,2025-01-15 08:09:03.909213859,u_0043,ip_u_0043_0,newdev_001423,GE,sms,1,0,
8423,2025-01-15 08:12:13.314848667,u_0253,public_ip_011,dev_u_0253_0,RU,sms,1,0,
405,2025-01-15 08:20:06.762596910,u_0012,public_ip_040,dev_u_0012_0,RU,password,1,0,
6793,2025-01-15 08:22:27.801123803,u_0202,public_ip_015,newdev_006793,RU,sms,0,0,
11890,2025-01-15 08:24:28.467298100,u_0356,ip_u_0356_0,dev_u_0356_1,RU,password,1,0,
3754,2025-01-15 08:30:16.919886454,u_0112,ip_u_0112_1,dev_u_0112_0,RU,sms,1,0,
7830,2025-01-15 08:46:46.019634586,u_0234,newip_007830,dev_u_0234_0,RU,app,1,0,
12070,2025-01-15 08:48:21.735048452,u_0361,newip_012070,dev_u_0361_1,RU,password,1,0,
4349,2025-01-15 08:51:51.731219887,u_0130,ip_u_0130_1,dev_u_0130_0,RU,app,1,0,
13747,2025-01-15 09:22:29.064274584,u_0412,ip_u_0412_1,newdev_013747,RU,sms,1,0,
10981,2025-01-15 09:43:12.343169835,u_0329,ip_u_0329_1,dev_u_0329_0,RU,password,1,0,
4342,2025-01-15 10:05:49.145551002,u_0130,public_ip_017,newdev_004342,RU,password,1,0,
14512,2025-01-15 10:06:31.016896047,u_0434,public_ip_013,newdev_014512,RU,password,1,0,
436,2025-01-15 10:24:21.915793944,u_0013,ip_u_0013_0,dev_u_0013_0,AM,app,1,0,
1980,2025-01-15 10:25:32.025907090,u_0058,newip_001980,dev_u_0058_0,RU,password,0,0,
5167,2025-01-15 10:33:46.022496834,u_0154,public_ip_013,dev_u_0154_0,RU,password,1,0,
16523,2025-01-15 10:34:37.425627189,u_0493,public_ip_040,dev_u_0493_1,RU,password,1,0,
11713,2025-01-15 10:38:45.909649242,u_0351,ip_u_0351_0,dev_u_0351_0,RU,app,1,0,
16535,2025-01-15 10:47:57.249178658,u_0494,public_ip_012,dev_u_0494_0,RU,password,1,0,
16278,2025-01-15 10:51:09.279835414,u_0486,ip_u_0486_1,dev_u_0486_0,BY,password,1,0,
12109,2025-01-15 10:53:38.580631132,u_0363,ip_u_0363_0,dev_u_0363_1,RU,password,1,0,
2964,2025-01-15 10:56:22.765310298,u_0089,ip_u_0089_0,dev_u_0089_1,RU,password,1,0,
11571,2025-01-15 11:05:33.566308502,u_0346,ip_u_0346_2,dev_u_0346_1,RU,sms,1,0,
4533,2025-01-15 11:15:39.544881858,u_0135,newip_004533,dev_u_0135_0,KZ,password,1,0,
7758,2025-01-15 11:17:59.378154192,u_0232,ip_u_0232_0,dev_u_0232_0,KZ,password,1,0,
623,2025-01-15 11:28:00.628161423,u_0018,ip_u_0018_0,dev_u_0018_0,AM,password,1,0,
1050,2025-01-15 11:32:56.706400238,u_0032,ip_u_0032_0,dev_u_0032_1,RU,password,1,0,
7838,2025-01-15 11:34:23.173225372,u_0234,ip_u_0234_2,dev_u_0234_0,RU,sms,1,0,
4578,2025-01-15 11:36:31.671591361,u_0137,public_ip_028,dev_u_0137_2,AM,sms,1,0,
15135,2025-01-15 11:41:48.781547589,u_0452,ip_u_0452_2,dev_u_0452_1,RU,sms,1,0,
11047,2025-01-15 11:45:53.278683207,u_0331,public_ip_024,newdev_011047,BY,password,1,0,
9045,2025-01-15 12:03:42.563046661,u_0272,public_ip_044,newdev_009045,RU,sms,1,0,
13963,2025-01-15 12:28:21.311727410,u_0418,ip_u_0418_1,dev_u_0418_0,RU,sms,1,0,
533,2025-01-15 12:35:12.356827997,u_0015,public_ip_023,dev_u_0015_1,RU,app,1,0,
2856,2025-01-15 12:36:05.615345013,u_0086,ip_u_0086_0,dev_u_0086_0,KZ,password,1,0,
16293,2025-01-15 12:44:30.322365372,u_0487,ip_u_0487_0,dev_u_0487_0,RU,password,1,0,
8013,2025-01-15 12:46:44.423357344,u_0240,public_ip_013,dev_u_0240_1,RU,password,1,0,
4637,2025-01-15 12:53:09.611078743,u_0139,newip_004637,dev_u_0139_0,RU,app,1,0,
15463,2025-01-15 12:57:56.943423172,u_0462,ip_u_0462_2,dev_u_0462_0,RU,password,1,0,
8951,2025-01-15 13:00:45.424910510,u_0269,public_ip_007,newdev_008951,AM,password,1,0,
1430,2025-01-15 13:02:58.324205191,u_0043,ip_u_0043_2,newdev_001430,RU,password,0,0,
8870,2025-01-15 13:13:47.243566381,u_0266,public_ip_027,dev_u_0266_0,RU,sms,1,0,
6885,2025-01-15 13:31:22.839352405,u_0205,newip_006885,newdev_006885,AM,app,1,0,
10927,2025-01-15 13:34:25.636146741,u_0327,ip_u_0327_1,dev_u_0327_0,RU,password,1,0,
9229,2025-01-15 13:43:10.524619323,u_0277,ip_u_0277_0,newdev_009229,RU,password,1,0,
3938,2025-01-15 13:59:34.686575395,u_0117,public_ip_002,dev_u_0117_1,RU,password,1,0,
12600,2025-01-15 14:10:02.763929610,u_0378,public_ip_013,dev_u_0378_0,AM,password,1,0,
308,2025-01-15 14:20:33.567409144,u_0009,ip_u_0009_0,newdev_000308,RU,app,0,0,
4982,2025-01-15 14:29:26.190866809,u_0149,newip_004982,dev_u_0149_0,RU,password,1,0,
2947,2025-01-15 14:36:44.690915704,u_0088,public_ip_012,dev_u_0088_0,AM,sms,0,0,
1768,2025-01-15 14:41:31.300026828,u_0053,newip_001768,dev_u_0053_0,RU,password,1,0,
11501,2025-01-15 14:52:56.681551109,u_0344,ip_u_0344_1,dev_u_0344_1,RU,sms,1,0,
16295,2025-01-15 15:02:21.648946319,u_0487,ip_u_0487_0,newdev_016295,RU,sms,1,0,
10964,2025-01-15 15:06:16.452143345,u_0329,ip_u_0329_0,dev_u_0329_0,RU,password,1,0,
12058,2025-01-15 15:11:10.427585813,u_0361,ip_u_0361_0,dev_u_0361_1,RU,password,1,0,
8820,2025-01-15 15:19:19.776730624,u_0265,public_ip_021,dev_u_0265_0,RU,password,1,0,
1737,2025-01-15 15:21:39.167480932,u_0052,ip_u_0052_1,dev_u_0052_0,RU,password,1,0,
1102,2025-01-15 15:26:28.759486175,u_0033,ip_u_0033_1,dev_u_0033_0,AM,password,1,0,
9498,2025-01-15 15:47:41.449192873,u_0285,ip_u_0285_1,dev_u_0285_0,BY,sms,1,0,
4134,2025-01-15 16:03:57.392317232,u_0123,ip_u_0123_0,dev_u_0123_0,BY,password,1,0,
15998,2025-01-15 16:14:41.296557132,u_0478,ip_u_0478_1,dev_u_0478_0,RU,sms,1,0,
14901,2025-01-15 16:20:08.493194918,u_0445,ip_u_0445_0,dev_u_0445_1,BY,password,1,0,
14048,2025-01-15 16:30:53.729071904,u_0420,public_ip_025,dev_u_0420_0,RU,sms,1,0,
10095,2025-01-15 16:49:49.754479768,u_0302,ip_u_0302_1,dev_u_0302_0,RU,sms,1,0,
927,2025-01-15 16:51:20.582657947,u_0028,ip_u_0028_2,dev_u_0028_0,RU,sms,1,0,
2046,2025-01-15 16:59:19.565349672,u_0060,ip_u_0060_0,dev_u_0060_0,RU,sms,1,0,
9799,2025-01-15 17:08:42.470078772,u_0294,ip_u_0294_0,dev_u_0294_1,KZ,sms,0,0,
11607,2025-01-15 17:12:07.874011049,u_0347,ip_u_0347_0,dev_u_0347_0,RU,password,1,0,
106,2025-01-15 17:23:12.607746176,u_0003,ip_u_0003_0,dev_u_0003_1,RU,password,0,0,
1748,2025-01-15 17:30:27.620714234,u_0052,ip_u_0052_1,dev_u_0052_0,RU,password,1,0,
7044,2025-01-15 17:50:44.050021017,u_0210,ip_u_0210_0,dev_u_0210_0,RU,sms,1,0,
272,2025-01-15 17:55:12.444803873,u_0008,ip_u_0008_1,dev_u_0008_0,RU,password,0,0,
13397,2025-01-15 17:57:06.552071241,u_0401,ip_u_0401_1,dev_u_0401_1,BY,password,1,0,
1645,2025-01-15 18:03:09.078562674,u_0049,newip_001645,dev_u_0049_0,RU,password,1,0,
12394,2025-01-15 18:14:00.183378507,u_0371,ip_u_0371_1,dev_u_0371_0,BY,sms,1,0,
10712,2025-01-15 18:15:07.516583704,u_0321,public_ip_048,dev_u_0321_0,RU,password,1,0,
13259,2025-01-15 18:19:16.324906024,u_0397,public_ip_006,dev_u_0397_0,RU,password,0,0,
13846,2025-01-15 18:25:54.528098023,u_0415,ip_u_0415_0,dev_u_0415_0,BY,password,1,0,
11271,2025-01-15 18:29:55.698606559,u_0337,ip_u_0337_0,dev_u_0337_0,RU,password,1,0,
4011,2025-01-15 18:51:12.794894837,u_0119,ip_u_0119_2,dev_u_0119_1,BY,app,1,0,
1378,2025-01-15 19:02:16.794498218,u_0041,ip_u_0041_0,dev_u_0041_0,RU,sms,1,0,
2951,2025-01-15 19:04:28.179940380,u_0088,public_ip_026,dev_u_0088_0,AM,sms,1,0,
16289,2025-01-15 19:08:07.848175861,u_0487,newip_016289,dev_u_0487_0,RU,sms,1,0,
15365,2025-01-15 19:21:01.965455545,u_0459,ip_u_0459_0,dev_u_0459_0,RU,password,1,0,
10677,2025-01-15 19:31:20.266550387,u_0320,ip_u_0320_1,dev_u_0320_0,KZ,sms,1,0,
12031,2025-01-15 19:32:25.239006709,u_0360,public_ip_007,dev_u_0360_0,BY,password,1,0,
552,2025-01-15 19:33:25.085106071,u_0016,ip_u_0016_0,dev_u_0016_0,BY,password,1,0,
6377,2025-01-15 19:35:58.907323238,u_0190,ip_u_0190_2,dev_u_0190_1,DE,sms,1,0,
17822,2025-01-15 19:37:02.545016778,u_0381,corp_ip_004,dev_u_0381_0,RU,sms,1,0,
17825,2025-01-15 19:42:25.545016778,u_0256,corp_ip_004,dev_u_0256_1,AM,sms,1,0,
17820,2025-01-15 19:44:16.545016778,u_0358,corp_ip_004,dev_u_0358_0,KZ,app,1,0,
17819,2025-01-15 19:56:55.545016778,u_0005,corp_ip_004,dev_u_0005_2,RU,password,1,0,
17818,2025-01-15 20:04:57.545016778,u_0386,corp_ip_004,dev_u_0386_1,AM,sms,1,0,
17823,2025-01-15 20:06:38.545016778,u_0082,corp_ip_004,dev_u_0082_0,RU,password,1,0,
17821,2025-01-15 20:07:04.545016778,u_0121,corp_ip_004,dev_u_0121_0,RU,sms,1,0,
17817,2025-01-15 20:09:43.545016778,u_0118,corp_ip_004,newdev_017817,RU,app,1,0,
10911,2025-01-15 20:10:04.563219210,u_0327,public_ip_007,dev_u_0327_0,RU,sms,1,0,
7725,2025-01-15 20:11:24.661541954,u_0231,ip_u_0231_0,dev_u_0231_0,RU,password,1,0,
10613,2025-01-15 20:14:31.298722320,u_0318,ip_u_0318_0,dev_u_0318_1,KZ,password,1,0,
17824,2025-01-15 20:16:39.545016778,u_0449,corp_ip_004,dev_u_0449_2,RU,app,1,0,
1264,2025-01-15 20:19:56.305810975,u_0038,ip_u_0038_1,dev_u_0038_0,RU,sms,1,0,
6213,2025-01-15 20:38:44.833886518,u_0184,ip_u_0184_1,dev_u_0184_0,BY,password,1,0,
9563,2025-01-15 20:41:21.963525259,u_0287,ip_u_0287_0,dev_u_0287_0,RU,sms,1,0,
256,2025-01-15 20:53:30.650342643,u_0008,ip_u_0008_1,dev_u_0008_0,RU,password,1,0,
12551,2025-01-15 21:04:41.216346047,u_0376,ip_u_0376_0,dev_u_0376_0,BY,password,1,0,
2515,2025-01-15 21:08:03.545280106,u_0075,ip_u_0075_0,dev_u_0075_0,AM,password,1,0,
7071,2025-01-15 21:08:23.602880485,u_0211,ip_u_0211_0,dev_u_0211_0,KZ,password,1,0,
14184,2025-01-15 21:13:17.272005942,u_0424,newip_014184,dev_u_0424_1,KZ,sms,1,0,
1625,2025-01-15 21:26:44.422946093,u_0048,ip_u_0048_0,dev_u_0048_0,RU,app,1,0,
6688,2025-01-15 21:33:07.529934504,u_0199,public_ip_023,dev_u_0199_0,RU,sms,1,0,
11270,2025-01-15 21:35:25.559339010,u_0337,ip_u_0337_0,dev_u_0337_1,RU,sms,1,0,
12196,2025-01-15 21:51:06.480987082,u_0365,ip_u_0365_1,dev_u_0365_0,RU,app,1,0,
1826,2025-01-15 21:56:26.682403531,u_0054,ip_u_0054_2,dev_u_0054_0,RU,sms,1,0,
16151,2025-01-15 21:56:30.376220666,u_0483,ip_u_0483_0,dev_u_0483_0,AM,password,1,0,
13522,2025-01-15 22:12:30.292838742,u_0405,public_ip_007,dev_u_0405_0,RU,password,1,0,
8360,2025-01-15 22:49:38.794123323,u_0251,ip_u_0251_0,dev_u_0251_0,RU,app,1,0,
6568,2025-01-15 23:05:12.281351695,u_0196,ip_u_0196_0,dev_u_0196_0,RU,password,1,0,
2183,2025-01-15 23:12:15.773655654,u_0065,ip_u_0065_1,dev_u_0065_1,RU,sms,1,0,
3403,2025-01-15 23:13:07.578561686,u_0101,ip_u_0101_0,dev_u_0101_0,RU,sms,1,0,
9178,2025-01-15 23:18:35.005906675,u_0276,newip_009178,dev_u_0276_0,RU,sms,1,0,
3604,2025-01-15 23:21:43.507958613,u_0107,public_ip_045,newdev_003604,RU,sms,1,0,
10400,2025-01-15 23:25:04.125766810,u_0311,newip_010400,dev_u_0311_0,AM,app,1,0,
5638,2025-01-15 23:28:46.844110051,u_0168,ip_u_0168_0,dev_u_0168_0,GE,password,1,0,
318,2025-01-15 23:28:51.680418469,u_0009,public_ip_035,dev_u_0009_1,RU,password,1,0,
1585,2025-01-16 00:04:54.271575763,u_0047,ip_u_0047_0,dev_u_0047_0,KZ,app,1,0,
10725,2025-01-16 00:14:44.885156534,u_0321,ip_u_0321_1,dev_u_0321_0,RU,password,0,0,
8151,2025-01-16 00:18:08.658316070,u_0244,newip_008151,dev_u_0244_0,RU,password,1,0,
14227,2025-01-16 00:24:55.957276128,u_0426,public_ip_014,newdev_014227,DE,password,1,0,
9433,2025-01-16 00:34:56.384339874,u_0283,ip_u_0283_0,dev_u_0283_0,RU,password,1,0,
1016,2025-01-16 00:46:41.965631704,u_0031,ip_u_0031_0,dev_u_0031_0,KZ,app,1,0,
7871,2025-01-16 00:56:23.563676484,u_0235,public_ip_045,dev_u_0235_0,RU,password,1,0,
1262,2025-01-16 01:02:28.758152224,u_0038,ip_u_0038_0,dev_u_0038_0,RU,app,1,0,
16789,2025-01-16 01:08:05.513990756,u_0068,corp_ip_018,dev_u_0068_0,RU,sms,1,0,
16790,2025-01-16 01:09:46.513990756,u_0359,corp_ip_018,dev_u_0359_0,AM,password,1,0,
16786,2025-01-16 01:14:42.513990756,u_0483,corp_ip_018,dev_u_0483_0,AM,sms,1,0,
16785,2025-01-16 01:20:53.513990756,u_0413,corp_ip_018,dev_u_0413_1,RU,sms,1,0,
16795,2025-01-16 01:22:22.513990756,u_0084,corp_ip_018,dev_u_0084_0,AM,password,1,0,
4902,2025-01-16 01:23:32.531430018,u_0146,ip_u_0146_0,dev_u_0146_1,RU,password,1,0,
16791,2025-01-16 01:24:19.513990756,u_0099,corp_ip_018,dev_u_0099_0,RU,password,1,0,
16799,2025-01-16 01:24:36.513990756,u_0248,corp_ip_018,dev_u_0248_0,RU,sms,1,0,
18581,2025-01-16 01:26:10.395800126,u_0340,ip_u_0340_0,dev_u_0340_0,BY,sms,1,1,2025-01-19 11:26:10.395800126
2762,2025-01-16 01:26:33.838848515,u_0083,ip_u_0083_0,dev_u_0083_0,KZ,app,1,0,
16792,2025-01-16 01:28:03.513990756,u_0165,corp_ip_018,dev_u_0165_0,RU,sms,1,0,
16801,2025-01-16 01:34:15.513990756,u_0271,corp_ip_018,dev_u_0271_0,BY,sms,1,0,
16798,2025-01-16 01:35:26.513990756,u_0230,corp_ip_018,dev_u_0230_0,KZ,password,1,0,
16781,2025-01-16 01:35:44.513990756,u_0106,corp_ip_018,dev_u_0106_0,RU,password,1,0,
8381,2025-01-16 01:36:51.412313141,u_0251,ip_u_0251_1,dev_u_0251_0,RU,sms,0,0,
16784,2025-01-16 01:37:26.513990756,u_0347,corp_ip_018,newdev_016784,RU,sms,1,0,
5857,2025-01-16 01:40:46.746398422,u_0174,ip_u_0174_0,newdev_005857,RU,sms,1,0,
16081,2025-01-16 01:47:49.139569526,u_0481,ip_u_0481_1,dev_u_0481_1,BY,password,1,0,
16796,2025-01-16 01:47:51.513990756,u_0227,corp_ip_018,dev_u_0227_0,RU,password,1,0,
16793,2025-01-16 01:48:55.513990756,u_0479,corp_ip_018,dev_u_0479_0,BY,password,1,0,
16787,2025-01-16 01:49:59.513990756,u_0467,corp_ip_018,dev_u_0467_0,KZ,sms,1,0,
9522,2025-01-16 01:54:20.515398114,u_0286,ip_u_0286_1,dev_u_0286_0,RU,password,1,0,
16782,2025-01-16 01:54:46.513990756,u_0356,corp_ip_018,dev_u_0356_1,RU,sms,1,0,
16788,2025-01-16 01:54:55.513990756,u_0362,corp_ip_018,dev_u_0362_0,RU,password,1,0,
16800,2025-01-16 01:55:38.513990756,u_0088,corp_ip_018,dev_u_0088_0,AM,password,1,0,
16797,2025-01-16 01:56:58.513990756,u_0170,corp_ip_018,dev_u_0170_0,RU,sms,1,0,
5859,2025-01-16 01:57:42.315677537,u_0174,public_ip_029,dev_u_0174_0,RU,password,1,0,
16783,2025-01-16 01:58:37.513990756,u_0402,corp_ip_018,dev_u_0402_0,RU,sms,1,0,
16794,2025-01-16 02:05:38.513990756,u_0450,corp_ip_018,dev_u_0450_0,RU,password,0,0,
15991,2025-01-16 02:10:50.293643215,u_0478,ip_u_0478_0,dev_u_0478_0,RU,password,1,0,
15873,2025-01-16 02:18:05.282702425,u_0475,public_ip_035,dev_u_0475_0,RU,password,1,0,
14346,2025-01-16 02:23:02.594662038,u_0429,ip_u_0429_1,dev_u_0429_2,BY,sms,1,0,
3209,2025-01-16 02:24:00.967892705,u_0096,ip_u_0096_2,dev_u_0096_1,RU,password,1,0,
15590,2025-01-16 02:51:08.352690078,u_0466,public_ip_026,newdev_015590,AM,sms,1,0,
18578,2025-01-16 02:54:05.115529483,u_0063,ip_u_0063_0,dev_u_0063_1,AM,password,1,1,2025-01-23 08:54:05.115529483
3935,2025-01-16 03:02:44.777852677,u_0117,public_ip_007,dev_u_0117_1,RU,password,0,0,
8126,2025-01-16 03:10:47.276606777,u_0243,public_ip_015,dev_u_0243_0,RU,password,1,0,
6308,2025-01-16 03:12:12.607378781,u_0188,ip_u_0188_0,dev_u_0188_0,RU,password,1,0,
6735,2025-01-16 03:23:06.294185113,u_0201,ip_u_0201_0,dev_u_0201_1,RU,sms,1,0,
7400,2025-01-16 03:24:46.777178507,u_0221,public_ip_048,dev_u_0221_0,BY,password,1,0,
8702,2025-01-16 03:27:28.877642301,u_0261,ip_u_0261_0,dev_u_0261_0,RU,password,1,0,
